"Category";"Group";"Type";"Message";"Location";"Assessment";"Since";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: size of body, prolly wont final EntryLen because of changing body size maybe?";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:31-31";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Set` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:133-133";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Get` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:72-72";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetEntrySize` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:52-52";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:64-64";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:215-219";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:33-34";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 136";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:8-392";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetDiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:145-145";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetDiaryName` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:180-180";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetPermissions` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:250-250";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetRevNum` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:285-285";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetRevNum` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:299-299";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetDiaryName` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:194-194";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Get` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:43-43";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetOwnerFlag` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:215-215";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:30-30";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:1-1";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 87";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:12-311";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetPermissions` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:264-264";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 3 instances of length 37";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:14-103";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Set` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:88-88";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetDiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:159-159";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 39";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:90-134";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 3 instances of length 13";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:106-134";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 3 instances of length 35";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:145-310";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetOwnerFlag` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryHeader.java:229-229";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetDiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryQuery.java:93-93";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `QueryType` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryQuery.java:14-14";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryQuery.java:22-22";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryQuery.java:1-1";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetDiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryQuery.java:103-103";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `DiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryQuery.java:15-15";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 28";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryQuery.java:12-115";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:293-297";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: get entry sizes";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:60-60";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `DiaryName` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:17-17";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `NumberOfEntriesLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:29-29";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:191-191";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 8 instances of length 12";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:267-305";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 32";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:83-118";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `DiaryNameLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:25-25";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 8 instances of length 16";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:154-189";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:32-33";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:6-6";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: use function of size of entries maybe?";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:30-30";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `NumberOfEntries` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:21-21";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:271-275";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:248-252";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetDiaryResponseLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:40-40";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 5 instances of length 14";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:289-337";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 48";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:134-193";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 6 instances of length 100";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:17-305";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 3 instances of length 109";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:15-339";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/tbaclient/src/TBA/Messages/GetDiaryResponse.java:52-52";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:117-121";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetDiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:138-138";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:143-147";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 43";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:12-159";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:26-26";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `QueryType` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:14-14";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetRevisionNumber` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:112-112";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetRevisionNumber` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:122-122";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetDiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:148-148";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:1-1";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `RevNo` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:16-16";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `DiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:15-15";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetUpdQueryLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdQuery.java:21-21";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdResponse.java:270-274";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 8 instances of length 16";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdResponse.java:152-187";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `NumberOfEntries` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdResponse.java:22-22";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 32";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdResponse.java:80-115";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdResponse.java:247-251";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: get entry sizes";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdResponse.java:57-57";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdResponse.java:3-3";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 6 instances of length 100";"sourcefiles/tbaclient/src/TBA/Messages/GetUpdResponse.java:18-304";"YELLOW";"default@1591478094031";
